發生時間,發生地點,postcode,死亡受傷人數,車種,經度,緯度
108年07月09日 17時10分00秒,臺北市大同區重慶北路3段 / 臺北市大同區酒泉街,103,死亡0;受傷1,自用-小客車;普通重型-機車,121.513718,25.072059
108年07月09日 17時20分00秒,臺北市文山區興隆路2段 / 臺北市文山區景華街,116,死亡0;受傷1,普通重型-機車;普通重型-機車,121.54739,24.999371
108年07月09日 17時31分00秒,臺北市松山區虎林街 / 臺北市松山區市民大道6段,105,死亡0;受傷1,普通重型-機車;普通重型-機車,121.576052,25.049426
108年07月09日 17時41分00秒,臺北市中山區錦西街 / 臺北市中山區天祥路,104,死亡0;受傷1,行人-人;普通重型-機車,121.521004,25.060337
108年07月09日 18時34分00秒,臺北市大安區信義路3段147巷15弄27號前0.0公尺,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.543023,25.035052
108年07月09日 19時31分00秒,臺北市文山區景興路 / 臺北市文山區景後街,116,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.541728,24.989751000000002
108年07月09日 19時56分00秒,臺北市信義區和平東路3段195號前0.0公尺,110,死亡0;受傷1,普通重型-機車;計程車-小客車,121.553407,25.023665
108年07月09日 20時02分00秒,臺北市萬華區中華路2段 / 臺北市萬華區艋舺大道,108,死亡0;受傷1,普通重型-機車;普通重型-機車,121.505693,25.034448
108年07月09日 20時45分00秒,臺北市中山區北安路 / 臺北市中山區北安路,104,死亡0;受傷4,自用-小客車;自用-小客車;普通重型-機車;自用-小客車;乘客-人,121.530304,25.078
108年07月09日 20時48分00秒,臺北市大同區延平北路4段7號前0.0公尺,103,死亡0;受傷1,普通重型-機車;普通重型-機車,121.51088100000001,25.068955
108年07月09日 21時53分00秒,臺北市文山區羅斯福路6段 / 臺北市文山區景福街,116,死亡0;受傷1,普通重型-機車;自用-小客車,121.53979,24.99965
108年07月09日 21時55分00秒,臺北市信義區松仁路3號前0.0公尺,110,死亡0;受傷1,普通輕型-機車;自用-小客車,121.56854299999999,25.039592000000003
108年07月09日 22時06分00秒,臺北市中正區羅斯福路4段 / 臺北市中正區基隆路4段,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.536872,25.011295
108年07月09日 22時25分00秒,臺北市中正區水源快速道路前0.0公尺,100,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車,121.52323500000001,25.019331
108年07月09日 22時31分00秒,臺北市中正區公園路 / 臺北市中正區許昌街,100,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51725800000001,25.045460000000002
108年07月09日 23時38分00秒,臺北市信義區信安街1號前0.0公尺,110,死亡0;受傷1,普通輕型-機車;普通重型-機車,121.55821200000001,25.028598000000002
108年07月10日 00時29分00秒,臺北市中山區中山北路2段前0.0公尺,104,死亡0;受傷1,普通重型-機車,121.52308700000002,25.06033
108年07月10日 07時26分00秒,臺北市文山區木新路3段243巷4弄12號前0.0公尺,116,死亡0;受傷3,普通重型-機車;普通輕型-機車;乘客-人,121.55808700000001,24.980252
108年07月10日 07時41分00秒,臺北市北投區石牌路1段 / 臺北市北投區石牌路1段,112,死亡0;受傷2,租賃車-小客車;普通重型-機車;乘客-人,121.51124899999999,25.113539000000003
108年07月10日 08時03分00秒,臺北市內湖區麥帥一橋前0.0公尺,114,死亡0;受傷2,普通重型-機車;普通重型-機車;普通重型-機車,121.572088,25.056447
108年07月10日 08時16分00秒,臺北市北投區行義路155巷前0.0公尺,112,死亡0;受傷1,普通重型-機車;普通重型-機車,121.52763,25.131257
108年07月10日 08時23分00秒,臺北市萬華區馬場町河濱公園前0.0公尺,108,死亡0;受傷1,自用-小客車;普通重型-機車,121.503022,25.018952
108年07月10日 08時30分00秒,臺北市中山區長安東路2段 / 臺北市中山區伊通街,104,死亡0;受傷1,普通重型-機車;普通重型-機車,121.53471699999999,25.048408
108年07月10日 08時30分00秒,臺北市大安區羅斯福路2段95號前0.0公尺,106,死亡0;受傷1,普通重型-機車;自用-小客車,121.526348,25.022585999999997
108年07月10日 08時41分00秒,臺北市文山區木新路1段 / 臺北市文山區開元街,116,死亡0;受傷1,自用-小客車;普通重型-機車,121.57111,24.987773
108年07月10日 08時43分00秒,臺北市南港區三重路65號前0.0公尺,115,死亡0;受傷1,普通重型-機車;自用-小客車,121.614166,25.060591
108年07月10日 08時45分00秒,臺北市信義區穿越道附近,110,死亡0;受傷2,普通重型-機車;行人-人,121.569,25.025554999999997
108年07月10日 08時50分00秒,臺北市中山區松江路556號前0.0公尺,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.53300800000001,25.067741
108年07月10日 08時57分00秒,臺北市大安區忠孝東路3段 / 臺北市大安區忠孝東路3段,106,死亡0;受傷1,自用-小貨車(含客、貨兩用);行人-人,121.538623,25.042315
108年07月10日 08時59分00秒,臺北市大安區行人穿越道,106,死亡0;受傷2,普通重型-機車;行人-人,121.528521,25.023976
108年07月10日 09時13分00秒,臺北市北投區其他,112,死亡0;受傷2,普通重型-機車;普通重型-機車,121.505748,25.125084
108年07月10日 09時24分00秒,臺北市中山區民生東路2段 / 臺北市中山區吉林路,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.530203,25.057979
108年07月10日 09時32分00秒,臺北市大安區延吉街 / 臺北市大安區光復南路,106,死亡0;受傷2,普通重型-機車;普通重型-機車,121.554905,25.039808999999998
108年07月10日 09時35分00秒,臺北市中正區中華路2段 / 臺北市中正區莒光路,100,死亡0;受傷1,計程車-小客車;普通重型-機車,121.504189,25.0313
108年07月10日 09時43分00秒,臺北市北投區光明路 / 臺北市北投區中央北路1段,112,死亡0;受傷1,自用-小客車;普通重型-機車,121.501824,25.133405
108年07月10日 10時00分00秒,臺北市信義區松仁路前0.0公尺,110,死亡0;受傷1,普通重型-機車;民營公車-大客車,121.56843,25.033655
108年07月10日 10時04分00秒,臺北市大安區大安路1段118號前0.0公尺,106,死亡0;受傷2,普通重型-機車;計程車-小客車;乘客-人,121.546067,25.039701
108年07月10日 10時06分00秒,臺北市中正區市民大道1段 / 臺北市中正區天津街,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.514804,25.049407000000002
108年07月10日 10時14分00秒,臺北市文山區興隆路4段 / 臺北市文山區興隆路4段,116,死亡0;受傷1,計程車-小客車;普通重型-機車,121.5606,24.987679
108年07月10日 10時16分00秒,臺北市內湖區民權東路6段 / 臺北市內湖區瑞湖街,114,死亡0;受傷4,民營客運-大客車;自用-小客車;自用-小客車;乘客-人,121.576801,25.067859
108年07月10日 10時18分00秒,臺北市信義區信義路5段100-1號前0.0公尺,110,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.56490500000001,25.032836
108年07月10日 10時29分00秒,臺北市文山區興順街 / 臺北市文山區興順街,116,死亡0;受傷1,普通重型-機車;普通重型-機車,121.544953,25.001175
108年07月10日 10時30分00秒,臺北市內湖區內湖路1段 / 臺北市內湖區基湖路1段,114,死亡0;受傷1,普通重型-機車;計程車-小客車,121.565494,25.082268
108年07月10日 10時40分00秒,臺北市士林區中正路510號前0.0公尺,111,死亡0;受傷1,普通重型-機車;普通重型-機車,121.516976,25.091558
108年07月10日 10時45分00秒,臺北市大安區羅斯福路3段 / 臺北市大安區辛亥路1段,106,死亡0;受傷1,自用-小客車;普通重型-機車;普通重型-機車,121.52955,25.019534
108年07月10日 10時45分00秒,臺北市松山區市民大道5段前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車,121.565776,25.048161
108年07月10日 11時03分00秒,臺北市南港區忠孝東路6段 / 臺北市南港區昆陽街,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.595487,25.050599
108年07月10日 11時21分00秒,臺北市中正區中山南路 / 臺北市中正區仁愛路1段,100,死亡0;受傷1,自用-小客車;普通重型-機車,121.517954,25.039529
108年07月10日 11時30分00秒,臺北市內湖區安泰街前0.0公尺,114,死亡0;受傷1,普通重型-機車;普通重型-機車,121.616307,25.075618
108年07月10日 11時41分00秒,臺北市文山區羅斯福路6段 / 臺北市文山區羅斯福路6段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.541517,24.998483
108年07月10日 12時25分00秒,臺北市中山區錦州街 / 臺北市中山區民生東路2段,104,死亡0;受傷1,普通重型-機車;行人-人,121.53607199999999,25.060279
108年07月10日 12時29分00秒,臺北市士林區延平北路6段116巷16號前0.0公尺,111,死亡0;受傷1,自用-小客車;普通重型-機車,121.507884,25.089562
108年07月10日 12時43分00秒,臺北市大同區高公橋下機車道,103,死亡0;受傷2,普通重型-機車;普通重型-機車,121.51507,25.076623
108年07月10日 12時45分00秒,臺北市南港區忠孝東路6段 / 臺北市南港區忠孝東路6段,115,死亡0;受傷1,普通重型-機車;自用-小客車,121.58838600000001,25.049416
108年07月10日 12時46分00秒,臺北市文山區忠順街1段 / 臺北市文山區忠順街1段,116,死亡0;受傷2,腳踏自行車-慢車;普通重型-機車,121.55962199999999,24.982927
108年07月10日 13時07分00秒,臺北市南港區向陽路258巷前0.0公尺,115,死亡0;受傷1,租賃車-小客車;普通重型-機車,121.59341200000001,25.058228
108年07月10日 13時25分00秒,臺北市信義區基隆路1段 / 臺北市信義區基隆路1段,110,死亡0;受傷1,普通重型-機車;普通重型-機車,121.565476,25.042587
108年07月10日 13時30分00秒,臺北市萬華區貴陽街2段126號前0.0公尺,108,死亡0;受傷1,行人-人;普通重型-機車,121.503215,25.039998
108年07月10日 14時18分00秒,臺北市文山區辛亥路7段 / 臺北市文山區光輝路,116,死亡0;受傷1,自用-小客車;普通重型-機車,121.553836,24.985499
108年07月10日 14時20分00秒,臺北市南港區園區街 / 臺北市南港區三重路,115,死亡0;受傷1,自用-小客車;普通重型-機車,121.613047,25.059046
108年07月10日 14時30分00秒,臺北市松山區延壽街 / 臺北市松山區健康路,105,死亡0;受傷1,普通重型-機車;計程車-小客車,121.56041499999999,25.054004
108年07月10日 15時39分00秒,臺北市北投區致遠二路 / 臺北市北投區吉利街,112,死亡0;受傷1,普通重型-機車;自用-小客車,121.513084,25.117451000000003
108年07月10日 15時42分00秒,臺北市文山區辛亥路4段 / 臺北市文山區辛亥路4段,116,死亡0;受傷2,普通重型-機車;普通重型-機車,121.555392,25.002204000000003
108年07月10日 16時01分00秒,臺北市信義區和平東路3段283號前0.0公尺,110,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.555159,25.022225
108年07月10日 16時30分00秒,臺北市大安區基隆路4段 / 臺北市大安區羅斯福路4段,106,死亡0;受傷1,普通重型-機車;普通重型-機車,121.53728799999999,25.011429999999997
108年07月10日 16時36分00秒,臺北市文山區三福街 / 臺北市文山區三福街,116,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,121.541416,24.995938
108年07月10日 16時55分00秒,臺北市北投區泉源路 / 臺北市北投區東昇路,112,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.523501,25.145685999999998
108年07月10日 16時59分00秒,臺北市內湖區文德路 / 臺北市內湖區文德路,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.582473,25.078423
108年07月10日 17時10分00秒,臺北市內湖區環山路2段53巷6弄4號前0.0公尺,114,死亡0;受傷1,自用-小客車;行人-人,121.57354199999999,25.084756
108年07月10日 17時20分00秒,臺北市松山區民權東路5段30號前0.0公尺,105,死亡0;受傷2,普通重型-機車;普通重型-機車,121.564333,25.062931
108年07月10日 17時25分00秒,臺北市大同區安西街 / 臺北市大同區涼州街,103,死亡0;受傷1,普通重型-機車;自用-小客車,121.50990800000001,25.060582999999998
108年07月10日 17時26分00秒,臺北市萬華區德昌街7巷7號前0.0公尺,108,死亡0;受傷1,普通重型-機車;普通重型-機車;乘客-人,121.49977,25.024971
108年07月10日 17時27分00秒,臺北市大同區承德路2段前0.0公尺,103,死亡0;受傷1,普通重型-機車;普通重型-機車,121.51822,25.062839
108年07月10日 17時30分00秒,臺北市北投區石牌路2段183號前0.0公尺,112,死亡0;受傷1,行人-人;民營公車-大客車,121.518464,25.118644
108年07月10日 18時08分00秒,臺北市萬華區西園路2段 / 臺北市萬華區艋舺大道,108,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.49785200000001,25.0331
108年07月10日 18時25分00秒,臺北市萬華區萬大路 / 臺北市萬華區萬大路,108,死亡0;受傷1,普通重型-機車;普通重型-機車,121.50057,25.031670000000002
108年07月10日 18時40分00秒,臺北市大同區承德路3段129巷前0.0公尺,103,死亡0;受傷2,自用-小客車;行人-人;行人-人,121.518777,25.067293
108年07月10日 19時00分00秒,臺北市內湖區堤外便道 / 臺北市內湖區潭美街,114,死亡0;受傷1,自用-小客車;普通重型-機車,121.603284,25.061228
108年07月10日 19時10分00秒,臺北市內湖區瑞湖街 / 臺北市內湖區民權東路6段,114,死亡0;受傷2,普通重型-機車;普通重型-機車;乘客-人,121.576494,25.068973
108年07月10日 19時20分00秒,臺北市萬華區西園路1段158號前0.0公尺,108,死亡0;受傷1,租賃車-小客車;普通重型-機車;乘客-人,121.4993,25.037118
108年07月10日 19時39分00秒,臺北市大安區辛亥路2段 / 臺北市大安區辛亥路2段,106,死亡0;受傷1,行人-人,121.54115800000001,25.021512
108年07月10日 19時51分00秒,臺北市中山區建國北路1段 / 臺北市中山區八德路2段,104,死亡0;受傷2,普通重型-機車;普通重型-機車,121.536404,25.046038
108年07月10日 20時18分00秒,臺北市士林區仰德大道1段19號前0.0公尺,111,死亡0;受傷1,民營公車-大客車;普通重型-機車,121.536984,25.10345
108年07月10日 20時40分00秒,臺北市中山區林森北路 / 臺北市中山區民權東路1段,104,死亡0;受傷1,計程車-小客車;普通重型-機車;乘客-人,121.52563500000001,25.062827
108年07月10日 20時43分00秒,臺北市萬華區桂林路128號前0.0公尺,108,死亡0;受傷2,普通重型-機車;行人-人,121.49910700000001,25.038462
108年07月10日 20時54分00秒,臺北市文山區木柵路4段31-5號前0.0公尺,116,死亡0;受傷2,普通重型-機車;行人-人,121.57158899999999,24.994035
108年07月10日 21時00分00秒,臺北市文山區木新路3段 / 臺北市文山區木新路3段,116,死亡0;受傷2,自用-小客車;普通重型-機車;普通重型-機車,121.557166,24.980766
108年07月10日 21時00分00秒,臺北市信義區松壽路 / 臺北市信義區松高路,110,死亡0;受傷1,普通重型-機車;計程車-小客車,121.567659,25.035809
108年07月10日 21時40分00秒,臺北市信義區松山路 / 臺北市信義區松山路,110,死亡0;受傷2,大型重型2(250-550C.C.)-機車;計程車-小客車;自用-小客車;乘客-人,121.577898,25.043282
108年07月10日 21時49分00秒,臺北市信義區松德路 / 臺北市信義區虎林街,110,死亡0;受傷2,自用-小客車;大型重型2(250-550C.C.)-機車;乘客-人,121.575985,25.038335
108年07月10日 22時50分00秒,臺北市士林區德行東路 / 臺北市士林區德行東路,111,死亡0;受傷2,普通重型-機車;普通重型-機車,121.52910700000001,25.107964000000003
108年07月10日 23時13分00秒,臺北市中正區中華路2段 / 臺北市中正區莒光路,100,死亡0;受傷2,普通重型-機車;大型重型1(550C.C.以上)-機車,121.504208,25.0312
108年07月10日 23時25分00秒,臺北市中山區民權東路2段 / 臺北市中山區新生北路3段,104,死亡0;受傷1,普通重型-機車;自用-小客車,121.527961,25.062657
108年07月11日 01時57分00秒,臺北市信義區林口街80巷79號前0.0公尺,110,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,121.58167900000001,25.040172000000002
108年07月11日 05時30分00秒,臺北市北投區杏林三路10巷10號前0.0公尺,112,死亡0;受傷1,普通重型-機車;行人-人,121.498112,25.141565
108年07月11日 07時05分00秒,臺北市中山區民生東路2段 / 臺北市中山區新生北路2段,104,死亡0;受傷1,自用-小客車;普通重型-機車,121.52733300000001,25.058038
108年07月11日 07時40分00秒,臺北市文山區忠順街1段10巷前0.0公尺,116,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,121.55430600000001,24.983103
108年07月11日 08時07分00秒,臺北市大同區重慶北路3段 / 臺北市大同區敦煌路,103,死亡0;受傷1,自用-小客車;普通重型-機車,121.513924,25.075789
